454 38 1348 
3137 589 4358 
8664 308 4523 
2405 187 8387 
723 38 807 
1249 27 10938 
9183 21 1044 
707 29 14565 
707 29 14005 
214 10 9354 
3079 12 5312 
12520 9 175 
148 61 308 
148 593 11739 
9883 53 5067 
4605 66 7703 
6676 268 59 
8644 14 6246 
699 21 112 
3573 144 8633 
6213 120 7840 
5239 237 12185 
10483 134 498 
14769 24 636 
720 327 2242 
3533 120 3797 
9201 86 6905 
7567 179 4565 
2256 38 683 
5865 111 444 
4531 192 4629 
13577 56 139 
6997 206 2529 
790 336 10743 
790 336 5216 
6203 203 224 
2045 35 3752 
13436 266 279 
1942 17 976 
1942 17 365 
77 231 1279 
12483 40 10909 
12029 21 636 
9369 43 2019 
3957 1057 6314 
12762 89 4180 
7655 251 12727 
12131 203 3281 
2327 638 6887 
1815 12 481 
1815 12 15 
12277 31 339 
746 62 1753 
746 55 648 
746 55 7333 
746 14 6413 
5118 385 9 
5483 215 834 
5483 120 658 
6137 21 762 
6558 428 1187 
6558 383 9344 
2625 294 2282 
8299 148 1525 
3245 130 202 
3245 130 11231 
8268 57 139 
11880 31 1105 
141 42 4877 
5075 268 59 
11822 63 12196 
4759 14 2399 
2704 55 1874 
2704 14 1844 
3616 12 7215 
7519 601 11043 
1643 280 5589 
3084 141 6094 
1595 38 1087 
4783 11 1945 
4783 11 2072 
956 53 744 
956 8 10388 
956 51 3616 
6497 10 275 
1299 210 1417 
1092 170 746 
3914 443 9894 
3914 54 5544 
3007 262 1615 
1534 74 215 
9086 2 11971 
4844 150 4844 
1950 95 2273 
659 29 4777 
10633 147 189 
795 36 8709 
795 36 1186 
795 36 20 
795 36 8370 
773 8 11103 
7632 31 339 
1964 204 6036 
9408 185 805 
8864 228 413 
9156 11 420 
5530 38 5093 
447 20 3672 
661 129 5772 
661 10 251 
12467 43 6491 
2119 17 1379 
277 12 2896 
3631 22 44 
232 14 7839 
819 27 2740 
819 80 4788 
2346 369 2879 
1740 119 4334 
5572 203 252 
3217 10 794 
12619 31 1430 
613 12 10807 
12298 93 10820 
1802 432 3522 
3856 59 6661 
8838 21 636 
8297 282 10125 
8297 282 8458 
9719 10 527 
1837 334 224 
1837 182 12833 
2572 170 2571 
834 264 10625 
11902 478 3815 
362 8 7183 
12240 11 8984 
788 3 10123 
788 3 7070 
7379 120 2916 
7395 169 2732 
9675 256 1158 
7350 10 8225 
3432 8 708 
4655 41 6311 
8769 173 9536 
3588 356 4445 
4155 115 1918 
10400 31 1303 
11635 38 683 
7839 10 3261 
5970 4 7314 
8437 72 3359 
8437 31 203 
6394 139 952 
2947 48 1914 
1486 39 11847 
2102 229 960 
4230 4 5532 
4642 85 636 
4642 68 3129 
2273 40 7347 
2273 166 9333 
14936 155 8177 
150 62 3585 
587 267 7753 
7644 590 7845 
3566 38 6021 
3566 38 557 
11731 139 18 
3797 327 2242 
3797 35 3883 
13933 44 102 
1206 14 1205 
1617 12 4850 
1033 242 2755 
7458 22 252 
4821 40 5106 
2315 394 4199 
2797 38 741 
2797 14 4134 
9755 21 1930 
9672 191 7175 
1114 66 6877 
7735 137 31 
7735 137 334 
1379 28 5015 
1379 28 2971 
933 12 10728 
5610 4 5858 
8056 306 8056 
13001 27 5574 
1885 54 1914 
988 85 59 
11650 139 3873 
737 62 10607 
737 23 3618 
737 156 8734 
248 125 4527 
6388 174 5857 
10506 329 7492 
13562 43 4155 
5277 11 430 
12551 404 265 
319 174 843 
3316 81 5148 
83 27 3423 
83 27 46 
14156 268 1411 
12282 226 7595 
2585 38 557 
2585 68 212 
9303 363 139 
11319 462 252 
935 51 3061 
7470 166 7727 
12901 133 3240 
1860 182 13806 
9438 74 215 
6275 251 6280 
7435 85 59 
1112 4 4646 
3088 193 381 
3297 331 2187 
3393 166 4737 
8180 383 3208 
4971 4 6852 
2778 47 1074 
5270 509 4237 
3151 270 654 
2488 47 70 
4625 85 59 
3599 213 4646 
2152 42 329 
921 115 5648 
654 70 1504 
1181 439 6108 
382 318 636 
382 4 3561 
852 23 3259 
3855 7 1070 
3855 106 3829 
812 851 12323 
6073 10 9583 
2189 38 1945 
5998 115 3182 
781 81 7406 
9818 44 102 
7846 190 1138 
489 10 8740 
741 80 6304 
10114 193 6063 
8912 4 9339 
7121 39 4079 
7121 39 11408 
6844 14 597 
12377 63 914 
339 33 5261 
10370 85 59 
4852 31 6140 
565 147 903 
13828 106 13402 
6895 38 1679 
8014 12 7909 
1157 182 1884 
2207 43 1651 
4044 169 37 
4171 45 1272 
841 213 10406 
2596 8 1696 
2447 4 9143 
11241 106 8161 
3647 21 1786 
1893 28 1581 
1850 31 69 
2062 3 3358 
5533 47 226 
5533 21 1035 
6847 173 6846 
2814 129 6539 
6279 54 3702 
1478 204 4207 
6104 38 2300 
1622 502 4799 
1622 130 12085 
5917 147 903 
7132 203 10205 
1014 384 989 
4000 226 6279 
9550 856 11910 
11034 43 1271 
6775 26 10362 
2862 50 5734 
2862 50 5642 
4307 511 1847 
4217 481 139 
5331 62 8864 
6395 11 629 
7591 225 1231 
7591 45 130 
11506 137 815 
8577 23 5567 
3190 11 1617 
2917 106 10037 
3109 36 1448 
3109 36 11575 
5523 80 7146 
4233 27 4638 
10735 23 832 
973 12 8440 
973 12 2787 
973 12 2989 
973 73 8188 
5316 396 4426 
770 14 5134 
2344 68 2054 
8880 78 6771 
1018 118 8129 
5215 166 4737 
5215 165 1393 
5215 31 231 
10658 139 18 
78 3 210 
9628 323 4825 
14212 9 11 
1291 232 6740 
10684 8 8283 
8990 23 313 
4756 11 807 
13653 447 13586 
12845 14 5259 
37 19 7007 
37 19 4768 
37 19 4205 
37 19 11195 
37 19 8552 
37 19 6580 
37 19 3214 
5850 139 175 
10957 345 9908 
12842 203 224 
5968 31 242 
5968 10 8705 
274 12 9318 
274 17 6997 
274 73 3145 
9654 203 1000 
1359 125 1584 
3769 44 404 
2655 60 989 
12382 115 7634 
4172 95 6722 
1284 33 8906 
1101 306 1101 
2029 29 155 
11380 31 231 
3571 85 707 
1288 47 1074 
1288 11 973 
5542 4 468 
9324 23 898 
324 12 4923 
5125 10 5644 
1886 24 50 
1272 36 4612 
1272 36 6103 
1048 14 2521 
1048 43 11100 
8290 166 3183 
8290 120 4934 
696 2 2099 
11323 10 6215 
296 133 1039 
6561 53 208 
5547 98 29 
4583 51 113 
543 27 1816 
4958 85 1411 
4958 4 1590 
6859 26 1837 
3469 21 1359 
1471 54 10258 
1471 11 306 
6544 261 8065 
6544 46 915 
1846 14 2421 
1846 4 9218 
890 22 3139 
1528 172 10 
11372 79 234 
6884 178 139 
3052 280 1798 
8970 53 5 
8970 213 4876 
8970 11 2569 
8531 141 3838 
8591 42 329 
8643 201 12212 
392 33 10209 
392 33 5513 
6525 204 7767 
6086 95 6092 
5280 14 1804 
1539 14 1912 
5573 41 1814 
8939 246 10494 
3832 8 8814 
98 62 5575 
481 20 3410 
7472 130 12560 
3667 22 3664 
6504 14 5097 
10127 20 1286 
1578 85 59 
9102 27 1788 
9102 12 1810 
6214 392 2126 
6214 14 165 
4493 4 2068 
4400 10 1440 
3562 11 1004 
3562 11 1047 
306 12 4506 
3807 15 507 
3807 50 2147 
10508 28 761 
4119 38 1393 
7691 57 139 
1598 16 654 
8327 196 10978 
1322 177 14530 
1390 203 4966 
7366 38 8075 
4576 108 139 
6336 4 4097 
5781 210 76 
1679 12 1288 
3866 567 8612 
5761 8 8273 
5207 4 9802 
8439 110 9430 
4275 273 4471 
7606 3 2635 
12633 31 231 
12 5 18 
4129 11 1386 
7634 23 4524 
3060 10 4392 
6947 247 444 
10078 8 7931 
7710 31 8679 
7 120 1 
5456 44 404 
2964 12 6572 
2964 17 1086 
11501 72 14219 
6549 26 1157 
5472 201 252 
3864 4 705 
351 165 1374 
5227 215 834 
8470 47 108 
1395 38 807 
698 55 481 
698 55 2711 
698 65 10668 
107 185 746 
107 8 10899 
5956 210 5955 
113 12 2778 
4078 70 5576 
4078 137 1050 
9184 59 3789 
7780 14 10774 
7780 169 37 
3379 27 7379 
629 12 2881 
445 394 2967 
5414 23 645 
6551 27 6596 
346 158 9369 
2755 38 933 
7455 14 5636 
2157 315 4282 
6649 169 37 
9317 14 3915 
1153 197 8254 
7334 21 715 
6413 55 2505 
8309 11 3444 
10833 11 1396 
6342 22 11250 
361 143 6243 
8293 172 11 
6632 121 6535 
13081 33 2957 
9387 398 2617 
11075 445 1003 
946 47 2171 
3404 31 231 
169 21 42 
7138 85 3342 
1716 228 6827 
1736 27 12384 
1096 36 9144 
1096 36 7179 
1096 36 1318 
11588 631 139 
9311 74 639 
2005 80 4076 
2005 80 9481 
1710 70 5431 
4669 1173 9008 
1599 16 336 
11049 552 1733 
799 664 9961 
7432 47 3035 
13874 31 1463 
7693 14 3300 
11530 120 398 
1405 4 299 
10590 53 5 
3106 205 989 
11328 44 102 
13441 139 10 
1877 36 10280 
10077 149 2021 
1173 203 3340 
3263 161 24 
6685 54 553 
5857 172 10 
8884 106 12958 
3871 64 336 
7055 565 6811 
2956 21 3274 
5089 185 698 
5181 8 11314 
8620 80 1692 
4538 99 6160 
5516 31 203 
9000 23 5087 
2649 28 33 
2781 8 5798 
7062 201 252 
8614 38 2992 
