5168 53 1428 
240 327 2380 
838 4 9340 
7675 273 4432 
4529 156 8709 
72 33 5413 
5042 27 5980 
11274 391 3633 
10995 169 37 
1619 32 4676 
3960 80 2468 
3765 21 373 
2776 422 1317 
242 33 10413 
1695 18 36 
1240 90 252 
14760 258 2767 
5913 130 7384 
902 38 2049 
102 92 3787 
7567 266 4564 
11169 378 8961 
13072 25 4339 
2711 18 36 
5087 39 8287 
5784 169 37 
1119 81 1787 
10154 378 9660 
707 29 14451 
130 36 3758 
989 46 1746 
3070 11 1679 
7285 8 6652 
11327 361 6648 
3410 169 2732 
6882 277 4086 
5113 166 6982 
16 10 2146 
6534 14 608 
4537 123 8172 
479 39 6832 
9770 48 775 
11469 259 139 
11866 411 14043 
6617 14 5558 
6682 62 120 
1379 28 3732 
4985 44 102 
3385 54 3837 
9072 44 102 
7665 423 59 
690 27 190 
2707 89 12905 
9142 451 6171 
6699 141 6767 
784 681 175 
94 53 254 
9437 141 852 
1070 59 659 
6682 424 2245 
10417 44 102 
8559 72 754 
194 7 1018 
3356 203 6023 
10203 168 3720 
4322 120 4155 
2029 161 769 
11838 9 10 
5100 33 3865 
3155 541 2239 
8032 20 8031 
10136 31 5562 
3178 681 18 
568 32 344 
9507 93 285 
12015 168 4808 
236 38 557 
4304 155 5731 
12140 24 59 
10064 21 5734 
5531 44 102 
10257 165 6240 
14138 155 4508 
3929 21 1635 
4240 48 4276 
7062 14 2609 
3046 39 2869 
11174 74 215 
5998 142 139 
5283 53 1096 
3453 99 5127 
9599 47 108 
1453 73 2488 
1053 80 11811 
11338 258 2009 
3930 282 9598 
6946 14 46 
3279 50 2152 
6174 21 762 
2520 546 1837 
5164 103 11803 
37 19 6092 
11534 150 11534 
11280 76 8635 
12845 4 7314 
8348 95 7048 
1098 185 4995 
3716 11 1004 
2655 196 561 
7186 325 7892 
2231 141 3711 
7650 21 636 
10762 47 226 
400 168 2456 
3294 169 37 
5088 51 1750 
102 92 145 
1837 439 5481 
7916 4 6567 
682 33 13275 
3573 144 3477 
6676 525 139 
7332 53 1428 
9974 1057 6314 
3973 14 1674 
8211 282 12885 
12018 267 5324 
1005 48 4708 
5170 39 5251 
4983 477 11356 
108 32 10759 
4743 505 5745 
5 36 3832 
9213 38 1548 
1016 80 4322 
2276 137 2415 
275 49 59 
3147 282 11520 
7310 74 639 
14722 893 4484 
1058 81 6255 
515 129 10688 
3662 25 2641 
5969 14 4462 
11641 4 8798 
4190 47 1619 
3328 20 4970 
9530 155 4778 
6770 149 8703 
12095 383 8901 
404 92 13398 
3722 143 3773 
3117 29 13966 
3586 85 315 
2443 363 139 
10287 204 6340 
7225 44 102 
7904 29 12140 
1837 439 931 
3748 10 4722 
2270 11 523 
8933 185 270 
1396 73 4673 
12317 5 10 
4628 9 175 
11138 166 7727 
744 538 1954 
2692 228 1283 
9981 10 5341 
7711 437 10550 
5288 38 9280 
164 137 189 
6766 64 654 
6668 18 36 
2625 139 2445 
387 80 8956 
104 3 477 
7103 81 365 
8968 118 2828 
9804 53 208 
431 44 404 
9842 4 13129 
14014 104 860 
9358 211 795 
1584 119 14024 
169 21 141 
2485 33 9644 
1581 12 7344 
2224 10 6431 
10359 587 614 
7431 4 4086 
6395 8 6049 
2360 129 1477 
3929 21 1064 
3379 12 2650 
9057 24 1069 
2152 125 5103 
3434 185 270 
1024 13 2419 
2483 261 6708 
8341 82 241 
3683 39 2099 
860 114 1009 
36 338 2059 
6834 64 2749 
8242 158 400 
8402 143 5125 
6459 203 4281 
7739 165 910 
9165 173 3381 
4274 39 8386 
10407 308 3111 
5036 53 5869 
654 87 5929 
6715 53 2668 
1484 85 59 
394 59 8383 
3342 134 1748 
1519 12 275 
11200 106 11144 
7345 10 7794 
11125 54 5134 
10135 350 1019 
780 32 5476 
10481 106 13577 
2518 169 2732 
213 137 510 
630 185 8827 
923 38 3163 
130 3 6788 
1639 502 5166 
6214 129 2787 
9332 11 1945 
13947 445 14569 
1144 14 8037 
6533 337 10391 
4963 266 10309 
6245 120 13335 
65 10 4284 
8262 303 5931 
1241 38 631 
1087 80 7423 
1951 11 1764 
2567 838 9785 
10050 31 652 
8540 38 200 
4751 158 770 
11879 259 139 
1692 4 1772 
10195 846 8415 
3630 14 3508 
1753 47 1182 
10546 14 1698 
10158 415 7796 
59 29 12538 
7824 139 13552 
8092 39 4892 
4393 5 18 
8426 14 3869 
9908 677 570 
3425 78 2412 
9294 31 12121 
95 280 2890 
1382 324 2604 
105 261 2701 
3031 31 652 
4637 38 779 
145 412 356 
855 38 1004 
1700 246 9128 
1496 12 3698 
1182 32 3857 
2317 14 2624 
3548 73 9540 
543 80 2306 
7913 53 5 
333 114 3225 
8273 120 2029 
2041 4 1788 
