37020 2 4208 
21642 4 37283 
30737 11 295 
11583 7 22530 
29269 2 19542 
8330 5 934 
18677 2 13384 
14592 9 808 
36071 4 20696 
24940 4 30911 
5715 7 18876 
9261 4 14667 
9617 12 7184 
19611 7 26376 
37901 9 29691 
24731 12 27022 
10532 1 10531 
17342 4 17341 
34409 7 37492 
28188 2 204 
33750 4 31823 
5425 4 33605 
14020 1 18299 
26947 3 7523 
19879 16 8444 
17978 1 38110 
40121 16 1081 
2689 1 102 
9557 11 3329 
2550 7 19976 
23584 4 14092 
31697 2 16045 
33162 4 706 
36286 2 6243 
6593 7 37219 
21279 3 12858 
33041 4 37690 
2320 1 33694 
8460 4 3032 
29474 2 88 
16130 4 28454 
16715 2 23120 
15629 1 14759 
28243 2 9842 
2052 4 16161 
9328 7 13044 
2424 1 33063 
10978 11 13662 
19922 2 4207 
4927 4 19294 
18974 2 18973 
17841 4 6328 
27014 1 40111 
25604 2 99 
11754 2 14565 
12541 4 13463 
17966 4 12078 
2272 2 20218 
23477 3 16794 
1932 12 38243 
300 1 35621 
3178 2 11980 
19835 4 19835 
22869 2 22868 
13965 2 11841 
2239 1 2238 
1534 8 8288 
981 3 23121 
7885 12 2357 
4299 1 5410 
1598 4 18067 
2486 4 5574 
37840 4 15165 
28994 7 27435 
7334 1 7333 
9650 1 23562 
13072 3 13814 
31148 3 20779 
27209 9 9402 
5117 4 6101 
40375 2 3069 
12870 1 7334 
7123 3 7571 
39450 5 222 
18329 2 21734 
10448 1 40670 
2235 2 966 
13 1 16678 
25422 1 22293 
17090 3 2110 
17022 1 37714 
36013 5 1885 
3135 10 456 
19955 2 457 
32780 2 4238 
22874 2 11480 
24644 4 16250 
16854 2 16853 
7657 2 7179 
33632 2 5625 
7650 2 6139 
4135 1 9323 
34186 2 15521 
17583 4 24295 
12487 4 12486 
2951 17 12203 
11427 1 8425 
18278 4 9698 
16308 4 16307 
40627 3 31243 
16935 10 18890 
544 1 33302 
16525 1 40545 
9845 4 26700 
28602 3 14869 
10163 12 7467 
12620 1 38116 
32524 2 97 
5817 4 5816 
7871 2 3718 
10735 1 30607 
8167 10 27698 
26597 7 32919 
1432 2 27802 
21296 4 4276 
3255 4 38204 
5298 9 5186 
11490 1 34528 
21926 1 25074 
19258 4 29877 
1027 1 30296 
29360 3 16140 
35156 17 10353 
2818 8 22296 
32489 2 8732 
18551 3 2552 
3396 10 1005 
12393 4 22580 
7089 1 38643 
24959 9 2830 
33695 2 486 
13 1 38419 
24283 4 31642 
12696 2 15228 
13542 1 7014 
320 4 26570 
10630 1 36729 
29439 2 12525 
11480 1 4432 
5893 4 34508 
3011 1 23607 
15823 1 40542 
5254 4 5253 
2763 4 7883 
5365 1 21109 
14837 1 1602 
22751 4 22750 
14937 4 15580 
14648 7 204 
2145 1 20295 
5894 2 28058 
18771 3 35023 
24413 1 36171 
10147 8 31016 
18788 3 35300 
23353 2 181 
20415 17 20414 
34833 1 39292 
4115 4 18553 
39381 2 23497 
14431 2 300 
39761 2 24436 
27414 4 17143 
30215 2 146 
4705 4 4704 
6672 2 19061 
11016 4 27843 
4708 7 4274 
955 3 954 
40697 5 9380 
19388 2 13 
9823 16 1081 
6999 1 28256 
33544 2 13201 
26096 2 14992 
36577 2 9113 
10715 4 1761 
11480 1 36531 
39268 2 27109 
8231 9 31605 
29240 1 19919 
11203 6 2033 
7263 4 27809 
38089 2 27878 
3534 1 21235 
35434 4 27959 
235 1 24941 
23913 1 7410 
1979 8 3528 
137 1 30538 
33624 3 4203 
688 3 2271 
2495 7 32614 
6476 1 39825 
10272 4 34084 
5456 1 22300 
30911 4 11687 
10934 1 10933 
16111 2 1639 
273 4 272 
34760 2 1405 
6029 1 30300 
26438 1 30636 
37697 2 4737 
5984 1 35336 
2084 8 19317 
30239 3 6051 
35024 3 33383 
4666 1 3014 
12814 4 26551 
12533 3 30674 
40190 2 8272 
226 1 37084 
20044 4 996 
28265 2 27114 
19056 2 482 
10828 4 7027 
24032 4 37920 
36209 2 4706 
16744 4 23941 
19694 1 30949 
965 1 9425 
24069 1 12955 
1773 8 12972 
28974 1 38309 
19578 1 35208 
531 1 20415 
300 1 34545 
17141 1 3292 
30885 4 2217 
295 8 30729 
15619 2 19111 
12906 4 36442 
40256 2 25613 
597 7 8360 
1210 1 26596 
28513 2 275 
11219 4 2372 
14984 12 1906 
3804 2 16120 
2123 9 1256 
7637 4 28869 
36124 2 4463 
27124 9 977 
27682 1 4131 
2510 1 35256 
7476 1 3566 
1365 4 12955 
2421 7 20176 
934 10 40333 
15842 12 13902 
29135 4 27110 
